bound_id,entity_type,entity_id,floor_price,ceiling_price,currency,max_daily_move_pct,max_weekly_move_pct,rounding_step,override_active,updated_at
pbd_10021da4,room_type,rmt_cf4717f5,1962.35,4840.45,INR,8,18,50.00,0,2026-08-18T10:00:00+05:30
pbd_4f8bc782,room_type,rmt_48c1970b,2511.80,6195.78,INR,8,25,10.00,0,2026-08-18T10:00:00+05:30
pbd_812d02ac,room_type,rmt_8ae47434,3453.73,8519.19,INR,15,30,1.00,0,2026-08-18T10:00:00+05:30
pbd_ace113b8,room_type,rmt_3e369548,1674.16,4129.59,INR,8,18,1.00,0,2026-08-18T10:00:00+05:30
pbd_a78f7259,room_type,rmt_1b2435c6,2092.70,5161.98,INR,5,18,1.00,0,2026-08-18T10:00:00+05:30
pbd_f7b6a2a0,room_type,rmt_73d9920d,2678.66,6607.35,INR,5,18,1.00,0,2026-08-18T10:00:00+05:30
pbd_6b069fa6,room_type,rmt_ddfb7c69,3683.15,9085.09,INR,5,25,50.00,0,2026-08-18T10:00:00+05:30
pbd_3903b96d,room_type,rmt_0d517e28,4688.15,11564.11,INR,8,18,1.00,0,2026-08-18T10:00:00+05:30
pbd_1c0767ca,room_type,rmt_0f009220,5860.19,14455.14,INR,15,25,50.00,0,2026-08-18T10:00:00+05:30
pbd_b28f4a6c,room_type,rmt_86ef7278,7501.04,18502.57,INR,8,30,50.00,0,2026-08-18T10:00:00+05:30
pbd_a5fc2ce0,room_type,rmt_296871dc,10313.93,25441.03,INR,8,25,10.00,0,2026-08-18T10:00:00+05:30
pbd_526b6063,room_type,rmt_2678c966,1191.12,2938.10,INR,10,25,10.00,0,2026-08-18T10:00:00+05:30
pbd_c7e54f74,room_type,rmt_db3de30c,1488.90,3672.62,INR,5,30,50.00,0,2026-08-18T10:00:00+05:30
pbd_ae5bd5bb,room_type,rmt_b0159276,1905.80,4700.96,INR,15,30,10.00,0,2026-08-18T10:00:00+05:30
pbd_1348f3aa,room_type,rmt_ee15aca6,2620.47,6463.83,INR,5,18,10.00,0,2026-08-18T10:00:00+05:30
pbd_c05df4e7,room_type,rmt_dd931f5b,4797.40,11833.58,INR,8,18,10.00,0,2026-08-18T10:00:00+05:30
pbd_04ef350e,room_type,rmt_6b160278,5996.75,14791.99,INR,8,18,1.00,0,2026-08-18T10:00:00+05:30
pbd_e344f5df,room_type,rmt_15de3a69,7675.84,18933.73,INR,5,30,50.00,0,2026-08-18T10:00:00+05:30
pbd_1a5f82ab,room_type,rmt_db78dfab,10554.29,26033.90,INR,15,25,1.00,0,2026-08-18T10:00:00+05:30
pbd_eebf25f5,room_type,rmt_6c573e06,2537.48,6259.12,INR,8,18,10.00,0,2026-08-18T10:00:00+05:30
pbd_a3c984f3,room_type,rmt_c5a671f6,3171.85,7823.89,INR,10,30,1.00,0,2026-08-18T10:00:00+05:30
pbd_5d89b761,room_type,rmt_1afa9c98,4059.97,10014.59,INR,5,30,1.00,0,2026-08-18T10:00:00+05:30
pbd_b37c6818,room_type,rmt_67e1e532,5582.45,13770.05,INR,10,25,1.00,0,2026-08-18T10:00:00+05:30
pbd_df4127ba,room_type,rmt_db8d07d3,5360.17,13221.75,INR,10,30,1.00,0,2026-08-18T10:00:00+05:30
pbd_3588285a,room_type,rmt_7943a300,6700.22,16527.20,INR,5,25,50.00,0,2026-08-18T10:00:00+05:30
pbd_042c35df,room_type,rmt_3d4d5716,8576.27,21154.81,INR,15,18,50.00,0,2026-08-18T10:00:00+05:30
pbd_56808f18,room_type,rmt_79cb87ec,11792.37,29087.85,INR,15,18,10.00,0,2026-08-18T10:00:00+05:30
pbd_8512e34a,room_type,rmt_d1499d65,8737.17,21551.69,INR,5,30,1.00,0,2026-08-18T10:00:00+05:30
pbd_782d5a35,room_type,rmt_28c9b46c,10921.46,26939.61,INR,8,30,50.00,0,2026-08-18T10:00:00+05:30
pbd_5f746442,room_type,rmt_a7956122,13979.47,34482.69,INR,15,30,50.00,1,2026-08-18T10:00:00+05:30
pbd_97aa3f05,room_type,rmt_0cd82f06,19221.77,47413.71,INR,15,25,50.00,0,2026-08-18T10:00:00+05:30
pbd_3f16f332,room_type,rmt_f7b8722c,2866.31,7070.22,INR,5,18,50.00,0,2026-08-18T10:00:00+05:30
pbd_851ec16b,room_type,rmt_5b75d1bb,3582.88,8837.76,INR,15,25,10.00,0,2026-08-18T10:00:00+05:30
pbd_3cf2e88e,room_type,rmt_54abd084,4586.09,11312.34,INR,5,30,10.00,0,2026-08-18T10:00:00+05:30
pbd_1eed1de4,room_type,rmt_8f603e4f,6305.87,15554.47,INR,5,18,1.00,1,2026-08-18T10:00:00+05:30
pbd_58b8cb36,room_type,rmt_8f366505,1664.10,4104.78,INR,8,25,1.00,1,2026-08-18T10:00:00+05:30
pbd_18af0e9a,room_type,rmt_281cdffe,2080.13,5130.98,INR,10,30,50.00,0,2026-08-18T10:00:00+05:30
pbd_d3999eba,room_type,rmt_4163a512,2662.56,6567.65,INR,5,18,10.00,0,2026-08-18T10:00:00+05:30
pbd_f4423efb,room_type,rmt_5205cb45,3661.02,9030.52,INR,10,25,10.00,1,2026-08-18T10:00:00+05:30
pbd_da034a2d,room_type,rmt_923a8916,1458.26,3597.05,INR,10,30,10.00,0,2026-08-18T10:00:00+05:30
pbd_bad62731,room_type,rmt_aca31c09,1822.83,4496.31,INR,10,18,10.00,0,2026-08-18T10:00:00+05:30
pbd_065525d6,room_type,rmt_1aa70708,2333.22,5755.28,INR,10,18,50.00,0,2026-08-18T10:00:00+05:30
pbd_7da262e2,room_type,rmt_f151034c,3208.18,7913.50,INR,5,18,10.00,0,2026-08-18T10:00:00+05:30
pbd_4fdc181a,room_type,rmt_84950119,4025.33,9929.15,INR,5,30,10.00,0,2026-08-18T10:00:00+05:30
pbd_cfa006f3,room_type,rmt_eafcf781,5031.66,12411.43,INR,10,30,1.00,0,2026-08-18T10:00:00+05:30
pbd_7a1d9bc2,room_type,rmt_dec6e52e,6440.53,15886.63,INR,10,18,10.00,0,2026-08-18T10:00:00+05:30
pbd_2e401e80,room_type,rmt_050e238e,8855.72,21844.12,INR,15,30,50.00,0,2026-08-18T10:00:00+05:30
pbd_fab4eab3,room_type,rmt_2dd1de63,8635.24,21300.25,INR,10,30,1.00,0,2026-08-18T10:00:00+05:30
pbd_047153ab,room_type,rmt_48fcd6e9,10794.05,26625.31,INR,5,30,10.00,0,2026-08-18T10:00:00+05:30
pbd_53ab5f78,room_type,rmt_4477c345,13816.38,34080.40,INR,10,18,1.00,0,2026-08-18T10:00:00+05:30
pbd_0eee5673,room_type,rmt_bff5ea54,18997.52,46860.56,INR,8,25,10.00,0,2026-08-18T10:00:00+05:30
pbd_871550cf,room_type,rmt_b6e168a7,1209.79,2984.14,INR,10,30,1.00,0,2026-08-18T10:00:00+05:30
pbd_c8fcf1b3,room_type,rmt_3f20cfe3,1512.24,3730.19,INR,10,18,1.00,0,2026-08-18T10:00:00+05:30
pbd_bf71422e,room_type,rmt_2e6b37c4,1935.66,4774.63,INR,5,30,10.00,0,2026-08-18T10:00:00+05:30
pbd_d1d16b1c,room_type,rmt_40239d2c,2661.54,6565.13,INR,15,30,50.00,0,2026-08-18T10:00:00+05:30
pbd_758c261f,room_type,rmt_363b952e,7816.82,19281.48,INR,15,30,1.00,0,2026-08-18T10:00:00+05:30
pbd_02ced605,room_type,rmt_89a1197c,9771.02,24101.86,INR,8,25,10.00,0,2026-08-18T10:00:00+05:30
pbd_13a4fab5,room_type,rmt_22c2a674,12506.91,30850.38,INR,15,18,1.00,0,2026-08-18T10:00:00+05:30
pbd_3896ac5f,room_type,rmt_58af0d23,17197.00,42419.26,INR,5,18,10.00,0,2026-08-18T10:00:00+05:30
pbd_039da6d1,room_type,rmt_e156013c,267.08,658.80,INR,15,18,1.00,1,2026-08-18T10:00:00+05:30
pbd_e0fd75d6,room_type,rmt_f7dde849,1854.73,4574.99,INR,10,30,10.00,0,2026-08-18T10:00:00+05:30
pbd_117de03b,room_type,rmt_bfbec016,2374.05,5855.99,INR,5,30,10.00,0,2026-08-18T10:00:00+05:30
pbd_92f45b78,room_type,rmt_25f397a2,3264.32,8052.00,INR,8,25,1.00,0,2026-08-18T10:00:00+05:30
pbd_56a3f56f,room_type,rmt_c867633e,11216.82,27668.16,INR,10,25,1.00,1,2026-08-18T10:00:00+05:30
pbd_89e0e0cd,room_type,rmt_032042e7,14021.03,34585.20,INR,10,30,1.00,0,2026-08-18T10:00:00+05:30
pbd_1993cb6a,room_type,rmt_cd58fb6c,17946.92,44269.06,INR,10,25,10.00,0,2026-08-18T10:00:00+05:30
pbd_e8eb6960,room_type,rmt_e67cfa4b,24677.01,60869.96,INR,10,18,10.00,0,2026-08-18T10:00:00+05:30
pbd_703ffa7f,room_type,rmt_94a3c5f2,2427.53,5987.91,INR,5,30,10.00,0,2026-08-18T10:00:00+05:30
pbd_8897d94b,room_type,rmt_9c7f9ef3,3034.42,7484.90,INR,10,25,10.00,0,2026-08-18T10:00:00+05:30
pbd_e22d905e,room_type,rmt_e1c91b66,3884.06,9580.67,INR,15,18,50.00,0,2026-08-18T10:00:00+05:30
pbd_732569b8,room_type,rmt_4a3554c4,5340.57,13173.41,INR,5,18,50.00,0,2026-08-18T10:00:00+05:30
pbd_ce4daa28,room_type,rmt_4def1ddd,4704.19,11603.66,INR,8,30,50.00,0,2026-08-18T10:00:00+05:30
pbd_01bbca9c,room_type,rmt_f2f2c965,5880.24,14504.59,INR,8,30,1.00,0,2026-08-18T10:00:00+05:30
pbd_2581848d,room_type,rmt_31045f8d,7526.71,18565.88,INR,8,18,50.00,0,2026-08-18T10:00:00+05:30
pbd_0b8f97ad,room_type,rmt_b8d9eb24,10349.22,25528.08,INR,10,30,1.00,0,2026-08-18T10:00:00+05:30
pbd_62b6153e,room_type,rmt_a99668b1,1970.68,4861.00,INR,5,25,10.00,0,2026-08-18T10:00:00+05:30
pbd_b30e49f8,room_type,rmt_1d640259,2463.35,6076.27,INR,5,25,10.00,0,2026-08-18T10:00:00+05:30
pbd_4dbe0c6d,room_type,rmt_160cfd98,3153.09,7777.62,INR,10,18,50.00,0,2026-08-18T10:00:00+05:30
pbd_7a4b34d7,room_type,rmt_000c0568,4335.50,10694.22,INR,10,18,10.00,0,2026-08-18T10:00:00+05:30
pbd_efb437aa,room_type,rmt_712b5e11,10539.47,25997.37,INR,10,30,50.00,0,2026-08-18T10:00:00+05:30
pbd_f3d8b7ca,room_type,rmt_a6f63f5a,13174.34,32496.69,INR,15,25,1.00,0,2026-08-18T10:00:00+05:30
pbd_2652838d,room_type,rmt_5742e95a,16863.15,41595.77,INR,8,25,10.00,0,2026-08-18T10:00:00+05:30
pbd_c991e47b,room_type,rmt_afa1e735,23186.84,57194.19,INR,5,18,1.00,0,2026-08-18T10:00:00+05:30
pbd_940bb691,room_type,rmt_5ad7ba13,8607.51,21231.86,INR,10,18,1.00,0,2026-08-18T10:00:00+05:30
pbd_bae7ad7c,room_type,rmt_d6753252,10759.39,26539.82,INR,8,30,10.00,0,2026-08-18T10:00:00+05:30
pbd_b29b4c70,room_type,rmt_fa2ef6ea,13772.01,33970.96,INR,5,30,50.00,0,2026-08-18T10:00:00+05:30
pbd_b03255c0,room_type,rmt_ec814c1b,18936.52,46710.08,INR,8,18,1.00,1,2026-08-18T10:00:00+05:30
pbd_b22c65d0,room_type,rmt_e788942c,1984.32,4894.66,INR,5,25,10.00,0,2026-08-18T10:00:00+05:30
pbd_012c8b45,room_type,rmt_0984138d,2480.41,6118.34,INR,8,18,50.00,0,2026-08-18T10:00:00+05:30
pbd_d65d84c6,room_type,rmt_b98688cb,3174.92,7831.46,INR,10,18,10.00,0,2026-08-18T10:00:00+05:30
pbd_f84114b3,room_type,rmt_2be23202,4365.51,10768.26,INR,5,18,50.00,0,2026-08-18T10:00:00+05:30
pbd_61cb2140,room_type,rmt_42ee9a69,2927.31,7220.70,INR,15,30,1.00,0,2026-08-18T10:00:00+05:30
pbd_93ad763a,room_type,rmt_ce262e92,3659.15,9025.89,INR,10,18,10.00,0,2026-08-18T10:00:00+05:30
pbd_6879fafd,room_type,rmt_41f20a24,4683.71,11553.14,INR,8,25,50.00,0,2026-08-18T10:00:00+05:30
pbd_3dc0348d,room_type,rmt_8c0f9254,6440.09,15885.56,INR,5,18,50.00,0,2026-08-18T10:00:00+05:30
pbd_d2747ed6,room_type,rmt_21f02a51,1296.17,3197.21,INR,10,25,1.00,0,2026-08-18T10:00:00+05:30
pbd_b8ce549e,room_type,rmt_a831ecbe,1620.20,3996.50,INR,10,18,1.00,0,2026-08-18T10:00:00+05:30
pbd_4449fb68,room_type,rmt_25f29e90,2073.86,5115.53,INR,10,25,1.00,0,2026-08-18T10:00:00+05:30
pbd_75e44901,room_type,rmt_27a442c4,2851.55,7033.83,INR,5,30,10.00,0,2026-08-18T10:00:00+05:30
pbd_034c0ebe,room_type,rmt_c4bb0df8,1981.99,4888.90,INR,15,30,10.00,0,2026-08-18T10:00:00+05:30
pbd_2836adae,room_type,rmt_5408036b,2477.48,6111.12,INR,5,18,10.00,0,2026-08-18T10:00:00+05:30
pbd_12f75b19,room_type,rmt_a89f152d,3171.18,7822.24,INR,10,18,50.00,1,2026-08-18T10:00:00+05:30
pbd_d9e2ec3d,room_type,rmt_61459536,4360.37,10755.57,INR,15,25,1.00,0,2026-08-18T10:00:00+05:30
pbd_9096b187,room_type,rmt_c2b24a4a,4731.16,11670.19,INR,8,30,1.00,0,2026-08-18T10:00:00+05:30
pbd_fbae857d,room_type,rmt_fe4c30eb,5913.95,14587.75,INR,5,30,50.00,0,2026-08-18T10:00:00+05:30
pbd_c109776f,room_type,rmt_0113eeb3,7569.86,18672.31,INR,8,30,1.00,0,2026-08-18T10:00:00+05:30
pbd_ce1acebd,room_type,rmt_ff9c44ca,10408.55,25674.43,INR,5,25,1.00,0,2026-08-18T10:00:00+05:30
pbd_c0fd569a,room_type,rmt_0f9bc16e,2455.82,6057.70,INR,10,30,10.00,0,2026-08-18T10:00:00+05:30
pbd_ae2b7301,room_type,rmt_3cd4eb6d,3069.77,7572.11,INR,8,18,1.00,0,2026-08-18T10:00:00+05:30
pbd_747573f8,room_type,rmt_014d864d,3929.31,9692.30,INR,5,25,50.00,0,2026-08-18T10:00:00+05:30
pbd_1bfc2dbe,room_type,rmt_4f3fa69d,5402.81,13326.92,INR,15,18,10.00,0,2026-08-18T10:00:00+05:30
pbd_d5f24e59,room_type,rmt_37a43ed3,2229.75,5500.05,INR,10,18,10.00,0,2026-08-18T10:00:00+05:30
pbd_51b85a77,room_type,rmt_3a8fdf65,2787.20,6875.08,INR,8,18,10.00,0,2026-08-18T10:00:00+05:30
pbd_b6d3faf6,room_type,rmt_0a4424bd,3567.61,8800.10,INR,8,25,50.00,0,2026-08-18T10:00:00+05:30
pbd_b7c93358,room_type,rmt_b3b1eab5,4905.46,12100.13,INR,8,25,50.00,0,2026-08-18T10:00:00+05:30
pbd_8ca47711,room_type,rmt_06a3711f,1109.35,2736.39,INR,5,18,50.00,1,2026-08-18T10:00:00+05:30
pbd_0de79c8f,room_type,rmt_71adb7eb,1386.68,3420.48,INR,10,18,50.00,0,2026-08-18T10:00:00+05:30
pbd_b6511d19,room_type,rmt_2e70cc92,1774.95,4378.21,INR,5,18,1.00,0,2026-08-18T10:00:00+05:30
pbd_b1ef83fa,room_type,rmt_e83b097a,2440.56,6020.05,INR,5,30,50.00,1,2026-08-18T10:00:00+05:30
pbd_67c2f6bb,room_type,rmt_351c3194,2221.65,5480.07,INR,8,25,1.00,0,2026-08-18T10:00:00+05:30
pbd_673bb485,room_type,rmt_74c057c9,2777.06,6850.09,INR,8,30,1.00,0,2026-08-18T10:00:00+05:30
pbd_d9bd3dc1,room_type,rmt_53e05e64,3554.63,8768.09,INR,5,18,50.00,0,2026-08-18T10:00:00+05:30
pbd_bba84b94,room_type,rmt_69b4a71d,4887.62,12056.14,INR,10,18,1.00,0,2026-08-18T10:00:00+05:30
pbd_b202a4bf,room_type,rmt_d0f7d9a3,2162.06,5333.07,INR,5,30,1.00,0,2026-08-18T10:00:00+05:30
pbd_6d7714c6,room_type,rmt_bb6fd965,2702.57,6666.35,INR,8,18,10.00,0,2026-08-18T10:00:00+05:30
pbd_45c105a3,room_type,rmt_50ad8a4a,3459.29,8532.92,INR,5,25,50.00,0,2026-08-18T10:00:00+05:30
pbd_76587403,room_type,rmt_9c46aba3,4756.52,11732.76,INR,10,18,1.00,0,2026-08-18T10:00:00+05:30
pbd_3b851348,room_type,rmt_1ccb5b81,4938.05,12180.53,INR,15,25,50.00,0,2026-08-18T10:00:00+05:30
pbd_a0619b4e,room_type,rmt_e1c75857,6172.57,15225.67,INR,8,18,10.00,0,2026-08-18T10:00:00+05:30
pbd_f0d2631c,room_type,rmt_bde6c4e8,7900.88,19488.84,INR,5,18,50.00,0,2026-08-18T10:00:00+05:30
pbd_0cc276d8,room_type,rmt_e92e5f89,10863.72,26797.18,INR,5,25,1.00,0,2026-08-18T10:00:00+05:30
pbd_8eb475a6,room_type,rmt_71f221d5,2818.37,6951.99,INR,10,30,50.00,0,2026-08-18T10:00:00+05:30
pbd_54eea653,room_type,rmt_36e72487,3522.97,8689.99,INR,10,18,1.00,0,2026-08-18T10:00:00+05:30
pbd_3a15c7d7,room_type,rmt_00657163,4509.40,11123.18,INR,5,30,50.00,0,2026-08-18T10:00:00+05:30
pbd_938a54a0,room_type,rmt_c7b8ff94,6200.42,15294.38,INR,5,18,10.00,0,2026-08-18T10:00:00+05:30
pbd_c285e370,room_type,rmt_a3594036,4942.52,12191.54,INR,10,18,1.00,0,2026-08-18T10:00:00+05:30
pbd_eb2c98a0,room_type,rmt_5ded57e5,6178.15,15239.43,INR,10,18,50.00,0,2026-08-18T10:00:00+05:30
pbd_8090e781,room_type,rmt_a1181b1e,7908.03,19506.47,INR,15,25,10.00,0,2026-08-18T10:00:00+05:30
pbd_9af1e95f,room_type,rmt_90ba0cc3,10873.54,26821.39,INR,8,30,1.00,0,2026-08-18T10:00:00+05:30
pbd_1e020909,room_type,rmt_67b30175,2004.02,4943.24,INR,10,25,10.00,0,2026-08-18T10:00:00+05:30
pbd_a5444189,room_type,rmt_7be6dd38,2505.02,6179.06,INR,5,30,1.00,1,2026-08-18T10:00:00+05:30
pbd_635e0f82,room_type,rmt_aadbb36a,3206.43,7909.19,INR,15,18,1.00,0,2026-08-18T10:00:00+05:30
pbd_19c88c6a,room_type,rmt_057cb85a,4408.84,10875.13,INR,10,30,50.00,0,2026-08-18T10:00:00+05:30
pbd_ba6a7e78,room_type,rmt_e85f70fe,4978.85,12281.15,INR,10,25,10.00,0,2026-08-18T10:00:00+05:30
pbd_d8db1cc4,room_type,rmt_2a746672,6223.55,15351.43,INR,10,18,50.00,0,2026-08-18T10:00:00+05:30
pbd_ace2287b,room_type,rmt_c28b8198,7966.15,19649.83,INR,15,30,10.00,0,2026-08-18T10:00:00+05:30
pbd_6cb8a88e,room_type,rmt_67041579,10953.46,27018.53,INR,10,18,50.00,0,2026-08-18T10:00:00+05:30
pbd_8f979796,room_type,rmt_cceb6055,4064.38,10025.46,INR,5,25,1.00,0,2026-08-18T10:00:00+05:30
pbd_ce770ded,room_type,rmt_e9242d64,5080.47,12531.83,INR,5,30,1.00,0,2026-08-18T10:00:00+05:30
pbd_ad9cc00b,room_type,rmt_6369ff13,6503.00,16040.74,INR,15,30,50.00,0,2026-08-18T10:00:00+05:30
pbd_05b1cb97,room_type,rmt_2f599743,8941.64,22056.03,INR,10,25,1.00,0,2026-08-18T10:00:00+05:30
pbd_0b9e9e49,room_type,rmt_a4e11464,11699.81,28859.54,INR,15,18,10.00,0,2026-08-18T10:00:00+05:30
pbd_6912ae43,room_type,rmt_5615446c,14624.77,36074.43,INR,5,30,1.00,0,2026-08-18T10:00:00+05:30
pbd_1fa51abd,room_type,rmt_1b395694,18719.71,46175.28,INR,5,18,1.00,0,2026-08-18T10:00:00+05:30
pbd_41ebc13f,room_type,rmt_ba5d7ad1,25739.60,63491.00,INR,15,25,1.00,0,2026-08-18T10:00:00+05:30
pbd_0e411485,room_type,rmt_0beb6ec4,2122.40,5235.26,INR,10,25,50.00,0,2026-08-18T10:00:00+05:30
pbd_a8351517,room_type,rmt_19b2eaa0,2653.01,6544.08,INR,8,18,50.00,0,2026-08-18T10:00:00+05:30
pbd_69f582a1,room_type,rmt_bb3ff33f,3395.84,8376.41,INR,8,30,10.00,0,2026-08-18T10:00:00+05:30
pbd_ad65d088,room_type,rmt_7c90bc9e,4669.28,11517.56,INR,15,30,10.00,0,2026-08-18T10:00:00+05:30
pbd_d1c3a41b,room_type,rmt_c8ebae04,7649.08,18867.72,INR,5,30,50.00,0,2026-08-18T10:00:00+05:30
pbd_8050a4eb,room_type,rmt_df122cab,9561.35,23584.65,INR,10,18,1.00,1,2026-08-18T10:00:00+05:30
pbd_bd2aaba1,room_type,rmt_857bd06f,12238.52,30188.36,INR,10,25,50.00,0,2026-08-18T10:00:00+05:30
pbd_c47984c6,room_type,rmt_ac758da4,16827.98,41509.01,INR,8,30,10.00,0,2026-08-18T10:00:00+05:30
pbd_5cf0705d,room_type,rmt_a2f931b4,2300.47,5674.49,INR,10,25,1.00,0,2026-08-18T10:00:00+05:30
pbd_0445a765,room_type,rmt_15ac4f1d,2875.58,7093.10,INR,15,30,1.00,0,2026-08-18T10:00:00+05:30
pbd_2f1d1819,room_type,rmt_2ffaeba4,3680.75,9079.17,INR,15,18,1.00,1,2026-08-18T10:00:00+05:30
pbd_c6b67eb1,room_type,rmt_2bfbfea7,5061.02,12483.86,INR,8,18,1.00,0,2026-08-18T10:00:00+05:30
pbd_8ca860eb,room_type,rmt_11bc705e,2382.55,5876.95,INR,10,18,1.00,0,2026-08-18T10:00:00+05:30
pbd_04ee06c0,room_type,rmt_5226ac27,2978.19,7346.20,INR,8,25,1.00,0,2026-08-18T10:00:00+05:30
pbd_9b8c60bb,room_type,rmt_77a7165a,3812.08,9403.12,INR,10,30,50.00,0,2026-08-18T10:00:00+05:30
pbd_1ca74648,room_type,rmt_51edc116,5241.61,12929.30,INR,10,18,10.00,1,2026-08-18T10:00:00+05:30
pbd_b4b24359,room_type,rmt_658eac3f,8205.16,20239.39,INR,10,18,10.00,0,2026-08-18T10:00:00+05:30
pbd_464fe7fa,room_type,rmt_616e81e4,10256.45,25299.23,INR,8,25,1.00,0,2026-08-18T10:00:00+05:30
pbd_921df8fe,room_type,rmt_c81be325,13128.26,32383.03,INR,15,25,50.00,0,2026-08-18T10:00:00+05:30
pbd_ee5e27ae,room_type,rmt_1eabdfed,18051.35,44526.65,INR,15,25,10.00,0,2026-08-18T10:00:00+05:30
pbd_7cfcd566,room_type,rmt_2698e098,10974.95,27071.55,INR,10,30,10.00,0,2026-08-18T10:00:00+05:30
pbd_8716b136,room_type,rmt_d22bc3ea,13718.69,33839.42,INR,5,25,10.00,0,2026-08-18T10:00:00+05:30
pbd_5b2ac01b,room_type,rmt_17ee9eea,17559.92,43314.46,INR,15,30,10.00,0,2026-08-18T10:00:00+05:30
pbd_901a90fe,room_type,rmt_5232dcaa,24144.89,59557.38,INR,10,25,1.00,0,2026-08-18T10:00:00+05:30
pbd_ac337751,room_type,rmt_a1f469aa,8682.66,21417.23,INR,8,18,10.00,0,2026-08-18T10:00:00+05:30
pbd_b91e7915,room_type,rmt_4b2afc2f,10853.33,26771.54,INR,15,18,10.00,0,2026-08-18T10:00:00+05:30
pbd_cfbb50d0,room_type,rmt_c0775d07,13892.25,34267.55,INR,10,30,50.00,0,2026-08-18T10:00:00+05:30
pbd_4bbd9017,room_type,rmt_7440b2f7,19101.85,47117.89,INR,10,18,10.00,0,2026-08-18T10:00:00+05:30
pbd_1d9066d3,room_type,rmt_bba0da4f,5105.78,12594.26,INR,10,25,1.00,0,2026-08-18T10:00:00+05:30
pbd_34ab1608,room_type,rmt_c5694dba,6382.23,15742.83,INR,8,30,10.00,0,2026-08-18T10:00:00+05:30
pbd_7fc7402b,room_type,rmt_1e1423ce,8169.26,20150.83,INR,8,30,1.00,0,2026-08-18T10:00:00+05:30
pbd_5eb51be6,room_type,rmt_f63d13a9,11232.73,27707.39,INR,10,18,1.00,0,2026-08-18T10:00:00+05:30
pbd_f43edea0,room_type,rmt_df4758a1,2030.71,5009.08,INR,15,30,10.00,0,2026-08-18T10:00:00+05:30
pbd_442a3b52,room_type,rmt_2c314286,2538.39,6261.36,INR,15,30,50.00,0,2026-08-18T10:00:00+05:30
pbd_6485b22d,room_type,rmt_00f0d517,3249.14,8014.53,INR,5,25,1.00,0,2026-08-18T10:00:00+05:30
pbd_ae724298,room_type,rmt_65efe7b9,4467.56,11019.99,INR,15,18,1.00,1,2026-08-18T10:00:00+05:30
pbd_cb264b33,room_type,rmt_3194f20d,7893.74,19471.21,INR,8,30,1.00,0,2026-08-18T10:00:00+05:30
pbd_63b562ae,room_type,rmt_10feab38,9867.17,24339.03,INR,10,25,10.00,0,2026-08-18T10:00:00+05:30
pbd_0dc87893,room_type,rmt_5ebfe031,12629.99,31153.96,INR,10,30,1.00,0,2026-08-18T10:00:00+05:30
pbd_97d8e786,room_type,rmt_bd238dcb,17366.23,42836.69,INR,10,25,1.00,0,2026-08-18T10:00:00+05:30
pbd_8ecefbf0,room_type,rmt_60f52139,10461.73,25805.59,INR,10,18,10.00,0,2026-08-18T10:00:00+05:30
pbd_78136d40,room_type,rmt_38319111,13077.16,32256.99,INR,5,30,10.00,0,2026-08-18T10:00:00+05:30
pbd_e17f3cbc,room_type,rmt_06ea2b02,16738.76,41288.95,INR,5,18,10.00,0,2026-08-18T10:00:00+05:30
pbd_05e06734,room_type,rmt_d4cdc535,23015.81,56772.32,INR,10,25,10.00,0,2026-08-18T10:00:00+05:30
pbd_5be8def1,room_type,rmt_2ed8db0d,3959.54,9766.85,INR,8,30,50.00,0,2026-08-18T10:00:00+05:30
pbd_f073e140,room_type,rmt_ea779021,4949.42,12208.58,INR,8,30,10.00,0,2026-08-18T10:00:00+05:30
pbd_434d21f3,room_type,rmt_14ca2773,6335.26,15626.97,INR,15,30,1.00,0,2026-08-18T10:00:00+05:30
pbd_2fc33ba0,room_type,rmt_92703e4f,8710.98,21487.08,INR,15,25,50.00,0,2026-08-18T10:00:00+05:30
pbd_9a1fcc23,room_type,rmt_a3047b7c,9886.19,24385.92,INR,8,25,50.00,0,2026-08-18T10:00:00+05:30
pbd_9bbd6e7b,room_type,rmt_c4bbb0c6,12357.73,30482.39,INR,8,25,1.00,0,2026-08-18T10:00:00+05:30
pbd_c47ccdea,room_type,rmt_678528cd,15817.89,39017.46,INR,5,25,1.00,0,2026-08-18T10:00:00+05:30
pbd_fa22ae25,room_type,rmt_8ab364a5,21749.60,53649.02,INR,8,30,1.00,0,2026-08-18T10:00:00+05:30
pbd_7e265465,room_type,rmt_4d4b46ba,4393.00,10836.06,INR,15,18,1.00,0,2026-08-18T10:00:00+05:30
pbd_583b0bc6,room_type,rmt_d0edcf73,5491.25,13545.09,INR,15,18,10.00,1,2026-08-18T10:00:00+05:30
pbd_33822143,room_type,rmt_530ea617,7028.81,17337.72,INR,5,25,1.00,0,2026-08-18T10:00:00+05:30
pbd_d503bf8c,room_type,rmt_1fca396b,9664.61,23839.36,INR,5,18,10.00,0,2026-08-18T10:00:00+05:30
pbd_274119a5,room_type,rmt_ae6a797b,1997.93,4928.23,INR,8,18,50.00,0,2026-08-18T10:00:00+05:30
pbd_52e9ac3d,room_type,rmt_e1b24db7,2497.41,6160.28,INR,5,18,10.00,0,2026-08-18T10:00:00+05:30
pbd_8eca08d6,room_type,rmt_445d4d30,3196.69,7885.16,INR,5,25,10.00,0,2026-08-18T10:00:00+05:30
