event_id,entity_type,entity_id,city_id,event_type,occurred_at,for_date,lead_time_days,channel,party_size,quoted_price,currency,converted,session_id
pev_92e9c88b,room_type,rmt_576ef766,cty_7be8559f,view,2026-05-31T22:47:00+05:30,2026-06-01,1,web,1,5457.77,INR,0,ses_9d47597eaec1
pev_a3e10a67,room_type,rmt_58af0d23,cty_aa759717,abandon,2026-05-07T06:40:00+05:30,2026-05-14,7,mobile_app,1,19141.40,INR,0,ses_d64bdc1bd99b
pev_b0d59838,room_type,rmt_551b2c94,cty_f288c6a0,search,2026-08-22T08:05:00+05:30,2026-08-23,1,partner,1,5686.32,INR,0,ses_3b0073cfec73
pev_d2a991e0,flight_fare,far_b875b0c8,cty_0b92e2e7,search,2025-10-20T08:35:00+05:30,2025-10-21,1,web,1,,,0,ses_d6fcae760379
pev_00215ce8,flight_fare,far_3aa2e292,cty_17b8ef2f,search,2025-08-20T11:36:00+05:30,2025-08-27,7,web,4,11343.11,INR,0,ses_a5d54e700d16
pev_c6e22b6f,room_type,rmt_c23f77dc,cty_d4f5e3a5,search,2025-12-07T10:45:00+05:30,2026-02-05,60,mobile_app,1,23630.95,INR,0,ses_4f83a8aaaafe
pev_79667748,flight_fare,far_ea3206bb,cty_7cb0b529,search,2025-10-03T20:54:00+05:30,2025-10-17,14,web,2,61490.39,INR,0,ses_e6502a43b8e4
pev_05dbc81b,room_type,rmt_4be4b5c2,cty_5698a7ab,search,2026-07-27T06:11:00+05:30,2026-08-10,14,mobile_app,6,3119.54,INR,0,ses_0184f68c2c76
pev_79d45b68,room_type,rmt_ec1be9b1,cty_7cb0b529,search,2026-02-17T12:17:00+05:30,2026-03-03,14,web,1,16419.79,INR,0,ses_63ed1cc9f991
pev_5e373312,room_type,rmt_b4375cba,cty_7b89639e,search,2026-06-09T07:04:00+05:30,2026-08-08,60,mobile_app,4,,,0,ses_36b7f866f225
pev_86a8ff5a,flight_fare,far_5cfffe28,cty_7b89639e,view,2026-03-08T09:17:00+05:30,2026-04-07,30,web,1,645.65,AED,0,ses_91bedce572e2
pev_4950a678,flight_fare,far_b875b0c8,cty_0b92e2e7,booking,2026-02-11T08:02:00+05:30,2026-02-12,1,mobile_app,1,10664.55,INR,1,ses_ca6903450571
pev_5bcda261,room_type,rmt_2db0c6c3,cty_b43cdd57,search,2025-10-31T07:57:00+05:30,2025-11-30,30,mobile_app,3,,,0,ses_3f28fa251d06
pev_b1688096,room_type,rmt_e7196437,cty_590d4b7b,search,2026-04-28T16:26:00+05:30,2026-05-28,30,web,1,2643.43,INR,0,ses_84ead5400ee1
pev_269f2c81,flight_fare,far_8d380dce,cty_7b89639e,search,2025-09-25T16:57:00+05:30,2025-09-28,3,web,1,,,0,ses_7ccada28fed1
pev_24dcd12d,room_type,rmt_51187086,cty_c0f2d9de,view,2025-10-27T21:50:00+05:30,2025-11-03,7,mobile_app,1,6587.60,NPR,0,ses_1b6ff1df74a4
pev_480ace69,flight_fare,far_1e7e4cad,cty_cfec17b6,booking,2026-07-16T06:25:00+05:30,2026-07-19,3,agent,3,6274.18,INR,1,ses_7e5b3a42fbf1
pev_cde55e26,flight_fare,far_1100afc4,cty_0b92e2e7,search,2025-08-21T15:51:00+05:30,2025-08-24,3,mobile_app,4,2881.76,INR,0,ses_3576d85dd853
pev_b55def7f,room_type,rmt_dc653562,cty_c0f2d9de,cancellation,2026-08-29T08:51:00+05:30,2026-09-12,14,mobile_app,1,3320.73,NPR,0,ses_5010228d10a5
pev_6a34c070,room_type,rmt_71adb7eb,cty_621f4a84,search,2025-11-09T05:47:00+05:30,2025-11-23,14,web,4,3331.55,INR,0,ses_17fb1a636be3
pev_32b87ab3,room_type,rmt_5df6ca92,cty_7b89639e,view,2026-02-02T18:34:00+05:30,2026-02-03,1,mobile_app,2,11613.35,AED,0,ses_3108408b6b41
pev_ecbff0ab,room_type,rmt_67eca6c8,cty_7be8559f,search,2026-01-28T13:50:00+05:30,2026-02-27,30,web,2,,,0,ses_25507aa2ec66
pev_228edf38,room_type,rmt_ca391f47,cty_79cbc59b,booking,2026-08-25T00:16:00+05:30,2026-09-01,7,web,1,3805.99,BTN,1,ses_c8431fbe0ce8
pev_e95c425e,room_type,rmt_050e238e,cty_0d9ab6ff,abandon,2026-07-07T01:01:00+05:30,2026-07-08,1,mobile_app,2,9294.97,INR,0,ses_b4514d7f4439
pev_d54f78cd,room_type,rmt_b607fda3,cty_9aa02925,search,2025-09-10T19:01:00+05:30,2025-09-13,3,mobile_app,2,9035.71,MVR,0,ses_cfd2debcbaf8
pev_fcac7416,room_type,rmt_2bfbfea7,cty_cfec17b6,cancellation,2026-07-26T01:38:00+05:30,2026-08-25,30,mobile_app,2,5747.97,INR,0,ses_2b609f28444a
pev_8dc1e737,room_type,rmt_eb54fcb4,cty_7cb0b529,search,2026-02-20T16:08:00+05:30,2026-03-22,30,partner,2,,,0,ses_3a5170637c1f
pev_febc4a4a,flight_fare,far_71a24459,cty_a5f16904,search,2025-09-10T13:37:00+05:30,2025-09-17,7,mobile_app,2,7453.58,THB,0,ses_f5f8c688c5df
pev_9c90f9da,flight_fare,far_90522681,cty_ab50efee,search,2025-12-08T05:57:00+05:30,2025-12-11,3,web,2,32937.44,INR,0,ses_1ef4ef82903c
pev_b281e44e,room_type,rmt_14ca2773,cty_43d0a650,search,2025-12-11T09:42:00+05:30,2025-12-14,3,mobile_app,1,,,0,ses_97571146bb71
pev_c159a77a,room_type,rmt_ef9de2f5,cty_7f673457,search,2026-04-07T03:35:00+05:30,2026-05-07,30,web,4,4084.34,INR,0,ses_c901f6703f68
pev_1840caf9,room_type,rmt_903c62d8,cty_d401ef6b,abandon,2026-06-30T12:38:00+05:30,2026-07-14,14,web,1,1376.44,INR,0,ses_99e145a3b2bd
pev_fdb6009f,room_type,rmt_3c54b927,cty_c9f34ba7,search,2025-12-19T15:42:00+05:30,2025-12-22,3,mobile_app,1,36783.89,MYR,0,ses_012ad3bf9bd6
pev_29717ebd,flight_fare,far_177ad15c,cty_905fd8a1,search,2026-06-27T11:02:00+05:30,2026-06-30,3,call_centre,2,,,0,ses_181b56043066
pev_0bac8fb1,room_type,rmt_650c9934,cty_bbb31d67,search,2025-11-24T02:33:00+05:30,2025-11-27,3,web,3,2394.83,INR,0,ses_44481178c3df
pev_85242c05,room_type,rmt_e1c75857,cty_f29656ff,cancellation,2026-06-16T11:49:00+05:30,2026-08-15,60,mobile_app,2,5360.26,INR,0,ses_4428b3c73752
pev_d9acd827,room_type,rmt_4fb25af9,cty_d4f5e3a5,cancellation,2026-08-28T11:14:00+05:30,2026-08-31,3,web,2,9146.94,INR,0,ses_186c85e6fe51
pev_c4c08d2a,flight_fare,far_2a1e1c7a,cty_7cb0b529,cancellation,2026-03-25T02:40:00+05:30,2026-05-24,60,web,2,3498.87,INR,0,ses_81c3b8c28216
pev_ea8ac8a7,flight_fare,far_e744d8c3,cty_621f4a84,view,2026-02-10T07:01:00+05:30,2026-02-11,1,web,1,10735.39,INR,0,ses_ee0cd5961e5b
pev_09d1ff3d,flight_fare,far_f4a0ebed,cty_8b6b1652,search,2026-07-01T13:20:00+05:30,2026-07-15,14,web,4,16695.12,INR,0,ses_d008e98017ea
pev_702f504c,room_type,rmt_09228b8b,cty_cf1c6ac5,search,2025-10-01T10:56:00+05:30,2025-10-31,30,web,4,4290.17,INR,0,ses_dcff0e9efffc
pev_2275522f,room_type,rmt_1a108dbf,cty_1ced6ede,search,2025-11-19T03:14:00+05:30,2025-12-03,14,mobile_app,4,4648.42,AED,0,ses_bfa7b4f787cd
pev_23f4a37c,room_type,rmt_37ade1d3,cty_6320eea9,view,2026-04-13T04:28:00+05:30,2026-04-27,14,mobile_app,1,4099.74,QAR,0,ses_9cf5a36c0d14
pev_492087b2,room_type,rmt_8039634d,cty_f8b75f8e,search,2026-01-23T17:20:00+05:30,2026-01-26,3,mobile_app,3,6052.46,INR,0,ses_1987f72f1021
pev_9f4fea75,room_type,rmt_d2524d3b,cty_a50bc5dd,search,2025-10-11T17:01:00+05:30,2025-12-10,60,web,1,19802.36,LKR,0,ses_5dc4b14da5b0
pev_d91e0ed7,room_type,rmt_585c4ce8,cty_a50bc5dd,view,2026-02-25T07:43:00+05:30,2026-02-26,1,mobile_app,3,23029.10,LKR,0,ses_7a6ae1853329
pev_7ce6b55c,room_type,rmt_4cdda78e,cty_5698a7ab,view,2025-08-14T09:45:00+05:30,2025-08-28,14,web,2,9262.60,INR,0,ses_1bde9a4c995e
pev_c74396c8,room_type,rmt_52ff82de,cty_51a149b7,search,2026-01-11T19:41:00+05:30,2026-03-12,60,web,2,,,0,ses_0aabbb224a16
pev_19e5dc78,room_type,rmt_1d640259,cty_828a7777,cancellation,2026-04-20T01:24:00+05:30,2026-04-27,7,web,1,3299.25,INR,0,ses_8a7d9ad69a49
pev_cdbc7220,room_type,rmt_d080184a,cty_ab50efee,cancellation,2026-03-23T15:57:00+05:30,2026-03-26,3,web,1,20603.89,INR,0,ses_edadf6f60f22
pev_86df8864,room_type,rmt_5b75d1bb,cty_0d9ab6ff,view,2025-10-07T23:08:00+05:30,2026-02-04,120,partner,3,5447.41,INR,0,ses_6facf9376142
pev_706bfec1,room_type,rmt_cde81eb8,cty_d401ef6b,search,2025-10-16T20:19:00+05:30,2025-10-17,1,web,4,,,0,ses_2338dff0ec8a
pev_b2bb2734,room_type,rmt_21874df4,cty_51a149b7,search,2026-05-02T23:00:00+05:30,2026-05-05,3,web,4,,,0,ses_f83bc9c3f8ee
pev_931491cd,room_type,rmt_947b8fd9,cty_7cb0b529,search,2026-07-10T03:29:00+05:30,2026-07-13,3,web,2,,,0,ses_940a44927ffd
pev_877af33f,room_type,rmt_b8d9eb24,cty_828a7777,search,2025-09-23T14:31:00+05:30,2026-01-21,120,mobile_app,2,,,0,ses_8b2107df14a3
pev_6cb0d9cb,room_type,rmt_35141503,cty_076e8e86,search,2026-03-05T12:10:00+05:30,2026-05-04,60,partner,2,,,0,ses_751bcadfca34
pev_0cc34632,room_type,rmt_3cd04cb9,cty_17b8ef2f,search,2025-11-24T15:10:00+05:30,2025-12-01,7,mobile_app,1,35812.21,INR,0,ses_98d3bb04c853
pev_7e49d570,room_type,rmt_51187086,cty_c0f2d9de,booking,2025-12-13T00:03:00+05:30,2025-12-27,14,web,2,8204.30,NPR,1,ses_85a1b915e02a
pev_6ea9dd32,room_type,rmt_b9e9619a,cty_c0f2d9de,search,2026-01-14T04:45:00+05:30,2026-01-21,7,web,2,,,0,ses_afdb5e7198b3
pev_087a2d70,flight_fare,far_0c108f7e,cty_c9f34ba7,cancellation,2026-06-03T09:45:00+05:30,2026-08-02,60,partner,2,2358.49,MYR,0,ses_99e7ae613924
pev_555859ce,flight_fare,far_c15631b0,cty_95e7c8ca,view,2026-07-16T18:10:00+05:30,2026-11-13,120,web,2,26004.41,INR,0,ses_49f87d33ac90
pev_1d35f321,room_type,rmt_52ff82de,cty_51a149b7,view,2026-04-27T00:00:00+05:30,2026-08-25,120,mobile_app,1,2187.36,JPY,0,ses_cb6fea846c26
pev_5ce99121,room_type,rmt_8b608681,cty_1ced6ede,cancellation,2025-10-02T21:16:00+05:30,2025-10-16,14,mobile_app,1,10949.08,AED,0,ses_c9e4a3a76ba3
pev_0dd7e78b,room_type,rmt_551b2c94,cty_f288c6a0,search,2026-03-23T21:59:00+05:30,2026-04-22,30,mobile_app,4,,,0,ses_a942335672ca
pev_a8eae401,room_type,rmt_b21e09a9,cty_c9f34ba7,search,2026-07-08T20:02:00+05:30,2026-07-15,7,web,2,2329.47,MYR,0,ses_ccbd9b71c5df
pev_58e3c5f9,room_type,rmt_2be23202,cty_95e7c8ca,search,2025-09-28T05:55:00+05:30,2025-10-01,3,mobile_app,6,9630.32,INR,0,ses_d20613bd27af
pev_9a7d3e4e,room_type,rmt_eea5cfbe,cty_ab50efee,search,2026-06-11T01:35:00+05:30,2026-06-12,1,mobile_app,2,12102.65,INR,0,ses_df7df169901d
pev_1e09a314,room_type,rmt_74cb0474,cty_076e8e86,view,2026-06-22T23:12:00+05:30,2026-06-29,7,mobile_app,2,6859.07,INR,0,ses_a0cca6ac5ec7
pev_7177a8b3,flight_fare,far_5cdba10b,cty_a5f16904,abandon,2025-08-05T01:13:00+05:30,2025-12-03,120,mobile_app,4,1655.46,THB,0,ses_48a40054cd1d
pev_531648f4,flight_fare,far_8bfc4882,cty_621f4a84,search,2025-12-25T11:18:00+05:30,2026-02-23,60,web,4,14259.55,INR,0,ses_e431a221c989
pev_f44e8f82,flight_fare,far_db107e9f,cty_17b8ef2f,view,2025-12-18T11:26:00+05:30,2026-02-16,60,call_centre,2,33824.09,INR,0,ses_234e3beb7044
pev_04e35c13,room_type,rmt_85f2c357,cty_9aa02925,search,2026-06-27T02:33:00+05:30,2026-07-04,7,agent,2,2845.89,MVR,0,ses_028a6ad1cae2
pev_9871e525,flight_fare,far_e255d8a9,cty_f8b75f8e,search,2026-06-12T05:51:00+05:30,2026-06-13,1,web,4,,,0,ses_6d4d3d35842d
pev_72a66438,flight_fare,far_d8fdffb4,cty_17b8ef2f,booking,2026-03-18T08:33:00+05:30,2026-04-17,30,mobile_app,2,23079.33,INR,1,ses_923abe5d69b8
pev_9f57f4c2,room_type,rmt_53e05e64,cty_621f4a84,search,2026-02-14T23:47:00+05:30,2026-02-15,1,partner,1,,,0,ses_8812089481fc
pev_4974385a,flight_fare,far_159c2be8,cty_718f03c7,search,2025-08-26T00:08:00+05:30,2025-09-09,14,mobile_app,2,33346.01,INR,0,ses_485bb91a8b4b
pev_ae85ab64,room_type,rmt_dc0f7b12,cty_7f673457,search,2026-05-02T15:56:00+05:30,2026-05-03,1,mobile_app,4,4878.99,INR,0,ses_ac4cb42d8ea4
pev_4a967258,flight_fare,far_0ea13085,cty_cfec17b6,search,2026-07-18T23:27:00+05:30,2026-09-16,60,web,3,5258.00,INR,0,ses_785548715f6b
pev_17620c95,room_type,rmt_4806123d,cty_10cbee86,search,2026-07-15T08:17:00+05:30,2026-07-22,7,web,2,7674.35,INR,0,ses_f4f1d77fac1f
pev_b64dc8bc,room_type,rmt_b80932d3,cty_95d040d8,view,2026-04-27T11:41:00+05:30,2026-05-11,14,mobile_app,2,4249.27,NPR,0,ses_805108faae2d
pev_7422901e,room_type,rmt_4806123d,cty_10cbee86,cancellation,2026-05-23T02:33:00+05:30,2026-05-24,1,web,3,9115.69,INR,0,ses_4bf66f7e8e15
pev_df53e73c,room_type,rmt_87189c11,cty_7be8559f,view,2025-08-07T12:33:00+05:30,2025-09-06,30,web,2,3544.03,INR,0,ses_42c27374b476
pev_d793a43f,room_type,rmt_1a108dbf,cty_1ced6ede,view,2025-10-12T22:36:00+05:30,2025-10-19,7,mobile_app,1,5842.02,AED,0,ses_88ec620f0748
pev_9bbdcb85,flight_fare,far_4c26674b,cty_621f4a84,search,2026-07-27T09:10:00+05:30,2026-09-25,60,web,2,12327.65,INR,0,ses_3bd1165cd749
pev_39ca3186,room_type,rmt_b607fda3,cty_9aa02925,search,2026-02-28T11:58:00+05:30,2026-03-03,3,web,1,,,0,ses_76a21bde877e
pev_643fcaf7,room_type,rmt_09228b8b,cty_cf1c6ac5,search,2026-01-06T21:14:00+05:30,2026-03-07,60,mobile_app,2,,,0,ses_ea209be6191c
pev_ee5187dd,room_type,rmt_67ee73c1,cty_9aa02925,booking,2025-12-05T09:49:00+05:30,2025-12-08,3,web,1,15480.13,MVR,1,ses_91b7ef448e08
pev_2a0d2ccc,room_type,rmt_ef9de2f5,cty_7f673457,search,2026-04-28T03:26:00+05:30,2026-05-01,3,mobile_app,1,4429.29,INR,0,ses_55d63d4ff642
pev_4bb57536,room_type,rmt_51187086,cty_c0f2d9de,search,2026-08-16T00:47:00+05:30,2026-08-30,14,mobile_app,4,,,0,ses_c7a949425e2b
pev_e248349a,room_type,rmt_ef9de2f5,cty_7f673457,booking,2026-02-11T19:44:00+05:30,2026-02-12,1,mobile_app,4,6724.16,INR,1,ses_b3041d59cbe6
pev_70d0afba,room_type,rmt_3576973e,cty_9aa02925,search,2026-07-11T09:38:00+05:30,2026-07-18,7,web,1,15771.57,MVR,0,ses_125c8e971d21
pev_df29e9d3,room_type,rmt_47767cdd,cty_076e8e86,search,2026-01-13T20:16:00+05:30,2026-01-20,7,mobile_app,2,,,0,ses_a6f59512141a
pev_85219181,flight_fare,far_d57b24c4,cty_8b6b1652,search,2026-04-22T11:54:00+05:30,2026-04-25,3,partner,2,,,0,ses_6135fd4e7a65
pev_851be1db,flight_fare,far_0b4c3d5d,cty_7b89639e,search,2026-08-05T00:25:00+05:30,2026-08-19,14,web,1,,,0,ses_56f063dcbead
pev_a36d22ee,flight_fare,far_382697d3,cty_36afaa5c,search,2025-12-15T13:04:00+05:30,2025-12-16,1,web,2,32835450.86,IDR,0,ses_dccbed2e954b
pev_89f1f6ab,room_type,rmt_3c54b927,cty_c9f34ba7,search,2025-09-06T08:58:00+05:30,2025-09-09,3,web,1,28912.16,MYR,0,ses_9fdad744c53e
pev_a94f6a36,room_type,rmt_cd0a1cfc,cty_bbb31d67,search,2025-09-03T11:07:00+05:30,2025-09-17,14,mobile_app,1,7329.01,INR,0,ses_9a7b497da008
pev_b4914763,room_type,rmt_9efd9ddb,cty_541018a9,search,2026-01-02T22:59:00+05:30,2026-01-09,7,mobile_app,2,,,0,ses_2e77d45ca0ed
pev_1a6470d9,room_type,rmt_ba37d6d6,cty_10cbee86,search,2026-07-31T09:19:00+05:30,2026-09-29,60,web,3,6795.05,INR,0,ses_6457b268f806
pev_ed14902d,room_type,rmt_2b67c1df,cty_c97e6cd5,view,2026-02-22T21:42:00+05:30,2026-03-24,30,web,2,12139.29,INR,0,ses_4abee9eaf050
pev_ce6f1ee7,room_type,rmt_4faddc19,cty_7b89639e,abandon,2026-05-28T16:09:00+05:30,2026-05-31,3,mobile_app,1,4259.98,AED,0,ses_0d86b8cbdb5c
pev_0952c58c,room_type,rmt_ef9de2f5,cty_7f673457,view,2026-03-12T06:53:00+05:30,2026-07-10,120,mobile_app,2,4541.65,INR,0,ses_defe0866e034
pev_ad46ad13,flight_fare,far_4620d18d,cty_cfec17b6,cancellation,2026-02-11T20:34:00+05:30,2026-02-14,3,mobile_app,1,3934.68,INR,0,ses_19d24eb55336
pev_dc167c01,room_type,rmt_81879895,cty_076e8e86,search,2025-12-22T23:41:00+05:30,2026-01-05,14,agent,2,,,0,ses_629cf4edc9ed
pev_63a24f62,room_type,rmt_4fb25af9,cty_d4f5e3a5,search,2026-01-31T12:43:00+05:30,2026-03-02,30,web,2,9120.65,INR,0,ses_bb5567aa1cc1
pev_4b57e1e9,room_type,rmt_96ba4750,cty_541018a9,view,2026-08-14T09:03:00+05:30,2026-09-13,30,mobile_app,1,4176.54,INR,0,ses_00012cf5e35e
pev_fb31282b,flight_fare,far_c53b5c75,cty_c07454f1,search,2026-08-08T13:05:00+05:30,2026-09-07,30,mobile_app,1,,,0,ses_6f182a41016a
pev_993daf4b,room_type,rmt_89a1197c,cty_aa759717,search,2026-04-04T15:00:00+05:30,2026-04-07,3,mobile_app,4,,,0,ses_8f5177b73c3c
pev_52899aae,room_type,rmt_6c818289,cty_009c9fd2,view,2025-12-08T20:43:00+05:30,2025-12-11,3,mobile_app,4,37400.14,LKR,0,ses_9ff8cd6ade8a
pev_12d40846,flight_fare,far_ec71e6f4,cty_8b6b1652,search,2026-01-13T02:39:00+05:30,2026-01-14,1,mobile_app,2,,,0,ses_ade5856fbc23
pev_be4e610d,room_type,rmt_bc84cb85,cty_f8b75f8e,abandon,2026-05-29T18:54:00+05:30,2026-05-30,1,call_centre,4,3578.92,INR,0,ses_9d503a060e80
pev_2386d66a,flight_fare,far_1100afc4,cty_0b92e2e7,search,2026-03-02T06:19:00+05:30,2026-03-05,3,mobile_app,2,,,0,ses_bcc31ac47b0c
pev_bdf04355,room_type,rmt_bbe2ad27,cty_076e8e86,search,2026-05-04T02:14:00+05:30,2026-05-07,3,web,2,2613.92,INR,0,ses_f1ec37f97940
pev_8ed150d0,flight_fare,far_45e126e1,cty_c07454f1,search,2025-10-02T05:09:00+05:30,2025-10-05,3,mobile_app,2,,,0,ses_e7da0ac42ecc
pev_cc41d796,room_type,rmt_34911919,cty_718f03c7,search,2026-01-19T11:48:00+05:30,2026-03-20,60,web,2,3972.82,INR,0,ses_8b43eb18d87b
pev_a958f9cb,room_type,rmt_bff5ea54,cty_aa759717,search,2026-01-13T00:57:00+05:30,2026-01-20,7,web,2,,,0,ses_300293939fef
pev_22a0a1bf,room_type,rmt_b88c287c,cty_9aa02925,search,2026-05-16T01:18:00+05:30,2026-05-19,3,partner,4,3275.41,MVR,0,ses_8c12e848a118
pev_ee82ab59,room_type,rmt_72d2bca1,cty_0b7f5985,cancellation,2026-03-26T00:32:00+05:30,2026-03-29,3,web,2,3996.23,CHF,0,ses_67b1eaa8819d
pev_e3a982b3,room_type,rmt_bc554dab,cty_c0f2d9de,view,2026-04-03T11:11:00+05:30,2026-08-01,120,partner,2,7675.74,NPR,0,ses_9700bdaea0e5
pev_d12f78c7,room_type,rmt_498722f7,cty_5d572c8a,view,2026-01-04T16:36:00+05:30,2026-01-18,14,mobile_app,4,23146.50,INR,0,ses_24a8e86e6ec3
pev_9757c789,flight_fare,far_94c44233,cty_f8b75f8e,abandon,2026-03-05T22:07:00+05:30,2026-03-12,7,call_centre,1,25835.16,INR,0,ses_c710c6909b87
pev_dd6cb4f1,flight_fare,far_f0c72a93,cty_5698a7ab,view,2026-05-09T10:45:00+05:30,2026-05-16,7,call_centre,6,15513.98,INR,0,ses_f634e0291b1b
pev_1bb309d5,room_type,rmt_b9e9619a,cty_c0f2d9de,search,2026-07-18T17:09:00+05:30,2026-09-16,60,mobile_app,2,,,0,ses_833e549b91c7
pev_79fa23ea,flight_fare,far_0d891765,cty_c07454f1,search,2025-12-20T17:16:00+05:30,2026-01-03,14,partner,2,8967.25,INR,0,ses_3a765ae7ad42
pev_d0beb89a,room_type,rmt_5427e81f,cty_1ced6ede,search,2026-02-25T19:14:00+05:30,2026-02-28,3,web,3,11456.52,AED,0,ses_8d8a73e54ab0
pev_a37c73fb,room_type,rmt_3e0f14b7,cty_0b92e2e7,search,2025-08-22T16:47:00+05:30,2025-08-29,7,web,1,,,0,ses_681ef327b037
pev_1a8de850,flight_fare,far_07ca5a7a,cty_36afaa5c,search,2026-05-28T11:46:00+05:30,2026-06-04,7,mobile_app,3,2586962.67,IDR,0,ses_ddc8198eb4da
pev_d4dd4b51,room_type,rmt_dac67beb,cty_d401ef6b,search,2026-02-14T16:29:00+05:30,2026-02-28,14,mobile_app,1,,,0,ses_76accf1d8d83
pev_78b1ee13,room_type,rmt_7943a300,cty_d35a9652,search,2026-05-30T20:53:00+05:30,2026-09-27,120,mobile_app,2,,,0,ses_36c48106108f
pev_9f1e8153,room_type,rmt_9e3a33aa,cty_0b92e2e7,search,2026-03-30T11:11:00+05:30,2026-04-02,3,call_centre,2,,,0,ses_487797f291f6
pev_cd78a8df,flight_fare,far_d2606f3a,cty_ab50efee,search,2026-08-23T16:22:00+05:30,2026-10-22,60,web,4,,,0,ses_9e9fad8f66ca
pev_0e0ab6a4,room_type,rmt_3576973e,cty_9aa02925,search,2025-10-10T01:20:00+05:30,2026-02-07,120,call_centre,4,23700.84,MVR,0,ses_585f60459334
pev_c86707fe,room_type,rmt_72d2bca1,cty_0b7f5985,search,2025-10-25T02:29:00+05:30,2026-02-22,120,agent,2,6087.25,CHF,0,ses_073672424dbc
pev_9444ef8c,room_type,rmt_4faddc19,cty_7b89639e,booking,2026-07-23T19:17:00+05:30,2026-08-22,30,web,3,4063.47,AED,1,ses_c8e86457b059
pev_50a597f2,room_type,rmt_b283a8b8,cty_8fc1539e,search,2025-11-17T04:32:00+05:30,2025-11-18,1,partner,2,17497.22,INR,0,ses_d6b30bb0270e
pev_6a1f74a5,flight_fare,far_9c303be6,cty_36afaa5c,search,2025-12-08T16:54:00+05:30,2025-12-15,7,mobile_app,2,,,0,ses_215998aa5898
pev_1a38d95d,room_type,rmt_d3c6ad86,cty_c07454f1,search,2026-02-15T07:14:00+05:30,2026-02-16,1,mobile_app,4,12875.66,INR,0,ses_dd59ebf0dd51
pev_b96aac12,flight_fare,far_2ea09c3c,cty_17b8ef2f,search,2026-08-01T19:05:00+05:30,2026-08-02,1,web,2,12457.53,INR,0,ses_2354970eead3
pev_4de2e89f,flight_fare,far_fa88de5c,cty_f8b75f8e,view,2025-12-12T21:48:00+05:30,2026-01-11,30,mobile_app,4,22917.78,INR,0,ses_971d69af237e
pev_7e2322bd,flight_fare,far_48081b72,cty_905fd8a1,view,2026-06-21T15:11:00+05:30,2026-06-24,3,mobile_app,6,853.68,SGD,0,ses_dd2706fdf6d2
pev_086d4a2a,flight_fare,far_d48fc948,cty_718f03c7,search,2025-09-03T12:36:00+05:30,2025-11-02,60,partner,2,1795.13,INR,0,ses_2f4cd1997f05
pev_0ab76f16,room_type,rmt_bde6c4e8,cty_f29656ff,search,2026-07-13T10:02:00+05:30,2026-09-11,60,web,2,,,0,ses_9ea2a361fdd1
pev_5f65443b,room_type,rmt_bbe2ad27,cty_076e8e86,search,2026-01-01T05:10:00+05:30,2026-05-01,120,web,2,3792.61,INR,0,ses_8e2b91506359
pev_a854e64f,room_type,rmt_b8fc1bd0,cty_0b92e2e7,search,2026-03-08T17:04:00+05:30,2026-03-22,14,mobile_app,2,,,0,ses_eda6a74d8585
pev_fa02d8ff,room_type,rmt_bde6c4e8,cty_f29656ff,view,2025-09-28T06:00:00+05:30,2025-09-29,1,web,1,16519.17,INR,0,ses_fd91938a3339
pev_56893f98,room_type,rmt_791fd305,cty_d4f5e3a5,search,2026-04-19T02:14:00+05:30,2026-05-19,30,web,2,,,0,ses_a8621ea5528b
pev_cad5b99e,flight_fare,far_b3d3fdac,cty_7b89639e,search,2026-05-18T22:44:00+05:30,2026-06-01,14,web,3,,,0,ses_c367051042a5
pev_646e4962,room_type,rmt_576ef766,cty_7be8559f,search,2026-01-31T09:38:00+05:30,2026-03-02,30,web,1,6328.98,INR,0,ses_c6e3490ad3bb
pev_d240d47f,room_type,rmt_83c9a6e0,cty_a5f16904,search,2026-07-30T18:56:00+05:30,2026-08-29,30,web,2,2991.97,THB,0,ses_f561ce27de93
pev_0af02c34,room_type,rmt_e11b20fc,cty_9327d518,view,2026-06-18T04:18:00+05:30,2026-06-19,1,mobile_app,2,9230.93,INR,0,ses_e114ef31c0aa
pev_51ed039d,room_type,rmt_67eca6c8,cty_7be8559f,search,2026-03-14T18:01:00+05:30,2026-03-17,3,web,2,20231.60,INR,0,ses_3b3e51c83096
pev_e331addc,room_type,rmt_1eabdfed,cty_caf3c1ee,view,2026-01-20T07:30:00+05:30,2026-03-21,60,web,1,33484.04,INR,0,ses_35553b9f02c1
pev_ebf53c18,room_type,rmt_c23f77dc,cty_d4f5e3a5,search,2025-10-18T11:25:00+05:30,2025-11-17,30,mobile_app,3,19949.48,INR,0,ses_023591f7756c
pev_f06a51c9,room_type,rmt_47767cdd,cty_076e8e86,abandon,2026-05-11T19:14:00+05:30,2026-05-14,3,agent,1,2736.68,INR,0,ses_2904347fa974
pev_97b6ebf8,room_type,rmt_2db0c6c3,cty_b43cdd57,search,2026-08-18T18:37:00+05:30,2026-08-19,1,web,1,,,0,ses_71ec227c8de8
pev_541234dc,room_type,rmt_9e3a33aa,cty_0b92e2e7,search,2026-01-14T00:08:00+05:30,2026-01-17,3,mobile_app,2,20557.24,INR,0,ses_660d04bf58dd
pev_d4a5994a,room_type,rmt_8c3d4bbe,cty_b6ccbb3b,search,2026-01-02T00:03:00+05:30,2026-01-03,1,web,2,,,0,ses_2e762fcaa3df
